Time,Temperature
13:3:26:980509,295.32
13:3:27:62814,295.31
13:3:27:145168,295.30
13:3:27:226941,295.33
13:3:27:309600,295.42
13:3:27:392196,295.42
13:3:27:473666,295.41
13:3:27:556272,295.32
13:3:27:638614,295.35
13:3:27:721124,295.38
13:3:27:803114,295.37
13:3:27:885985,295.41
13:3:27:968335,295.35
13:3:28:50732,295.30
13:3:28:132684,295.27
13:3:28:228651,295.38
13:3:28:310545,295.39
13:3:28:392324,295.38
13:3:28:474635,295.37
13:3:28:556966,295.38
13:3:28:639340,295.35
13:3:28:721635,295.37
13:3:28:803870,295.37
13:3:28:886288,295.33
13:3:28:968949,295.37
13:3:29:51265,295.39
13:3:29:133640,295.37
13:3:29:216454,295.31
13:3:29:298399,295.41
13:3:29:380524,295.41
13:3:29:462940,295.37
13:3:29:558207,295.39
13:3:29:641093,295.28
13:3:29:723577,295.35
13:3:29:805917,295.38
13:3:29:888068,295.44
13:3:29:970162,295.37
13:3:30:52907,295.32
13:3:30:134562,295.41
13:3:30:216661,295.35
13:3:30:299871,295.31
13:3:30:382254,295.32
13:3:30:463795,295.35
13:3:30:546365,295.35
13:3:30:628570,295.32
13:3:30:711461,295.41
13:3:30:793974,295.41
13:3:30:889543,295.41
13:3:30:971827,295.42
13:3:31:53630,295.35
13:3:31:136171,295.31
13:3:31:218808,295.35
13:3:31:301018,295.39
13:3:31:383074,295.30
13:3:31:465454,295.30
13:3:31:547244,295.31
13:3:31:630072,295.37
13:3:31:711976,295.41
13:3:31:794671,295.38
13:3:31:877323,295.32
13:3:31:959796,295.37
13:3:32:41545,295.35
13:3:32:123464,295.42
13:3:32:218953,295.38
13:3:32:301966,295.43
13:3:32:384052,295.33
13:3:32:466827,295.38
13:3:32:548908,295.37
13:3:32:631189,295.35
13:3:32:713513,295.38
13:3:32:796117,295.44
13:3:32:878458,295.35
13:3:32:960828,295.38
13:3:33:43100,295.38
13:3:33:125183,295.41
13:3:33:207307,295.39
13:3:33:290055,295.35
13:3:33:372422,295.38
13:3:33:454531,295.43
13:3:33:550040,295.30
13:3:33:632625,295.31
13:3:33:714398,295.38
13:3:33:796659,295.39
13:3:33:879365,295.32
13:3:33:961714,295.33
13:3:34:43608,295.38
13:3:34:126364,295.31
13:3:34:208805,295.31
13:3:34:290785,295.31
13:3:34:373532,295.38
13:3:34:455599,295.38
13:3:34:538149,295.38
13:3:34:620351,295.38
13:3:34:702550,295.38
13:3:34:784497,295.37
13:3:34:880784,295.38
13:3:34:963107,295.38
13:3:35:45420,295.38
13:3:35:127730,295.35
13:3:35:209277,295.31
13:3:35:291428,295.42
13:3:35:374575,295.52
13:3:35:456682,295.35
13:3:35:539330,295.37
13:3:35:621600,295.37
13:3:35:703925,295.42
13:3:35:785493,295.43
13:3:35:868220,295.41
13:3:35:950414,295.35
13:3:36:33418,295.41
13:3:36:115735,295.37
13:3:36:210810,295.35
13:3:36:293640,295.35
13:3:36:375351,295.37
13:3:36:457910,295.33
13:3:36:540213,295.41
13:3:36:622523,295.35
13:3:36:704857,295.35
13:3:36:787373,295.42
13:3:36:869460,295.35
13:3:36:951441,295.41
13:3:37:34146,295.37
13:3:37:116451,295.35
13:3:37:198684,295.37
13:3:37:281359,295.38
13:3:37:363412,295.43
13:3:37:445382,295.47
13:3:37:540970,295.41
13:3:37:623533,295.41
13:3:37:705850,295.35
13:3:37:788167,295.35
13:3:37:869916,295.37
13:3:37:952334,295.43
13:3:38:34896,295.39
13:3:38:117539,295.41
13:3:38:200136,295.39
13:3:38:282504,295.44
13:3:38:364810,295.43
13:3:38:447126,295.44
13:3:38:528709,295.37
13:3:38:611470,295.35
13:3:38:693765,295.35
13:3:38:776075,295.41
13:3:38:871702,295.50
13:3:38:953964,295.39
13:3:39:36073,295.37
13:3:39:118652,295.41
13:3:39:200709,295.41
13:3:39:283675,295.37
13:3:39:365929,295.32
13:3:39:448244,295.42
13:3:39:530622,295.35
13:3:39:612349,295.38
13:3:39:694940,295.44
13:3:39:777283,295.38
13:3:39:859568,295.35
13:3:39:941287,295.39
13:3:40:23936,295.37
13:3:40:106285,295.35
13:3:40:201453,295.41
13:3:40:284692,295.37
13:3:40:367037,295.43
13:3:40:449363,295.48
13:3:40:531777,295.42
13:3:40:613477,295.41
13:3:40:696336,295.42
13:3:40:778726,295.35
13:3:40:860740,295.32
13:3:40:943227,295.41
13:3:41:25659,295.43
13:3:41:107665,295.35
13:3:41:189600,295.37
13:3:41:272085,295.41
13:3:41:354779,295.31
13:3:41:436850,295.37
13:3:41:532705,295.39
13:3:41:614878,295.35
13:3:41:696664,295.35
13:3:41:779283,295.35
13:3:41:861816,295.28
13:3:41:944266,295.31
13:3:42:25785,295.41
13:3:42:109030,295.43
13:3:42:190955,295.43
13:3:42:273020,295.42
13:3:42:355824,295.37
13:3:42:438297,295.38
13:3:42:520814,295.41
13:3:42:602808,295.41
13:3:42:684783,295.39
13:3:42:767170,295.35
13:3:42:863181,295.43
13:3:42:945536,295.41
13:3:43:27739,295.35
13:3:43:110171,295.35
13:3:43:192386,295.35
13:3:43:274763,295.37
13:3:43:356681,295.37
13:3:43:439252,295.31
13:3:43:521540,295.41
13:3:43:604099,295.41
13:3:43:686641,295.35
13:3:43:768383,295.35
13:3:43:850661,295.37
13:3:43:933007,295.47
13:3:44:15371,295.37
13:3:44:97168,295.37
13:3:44:193248,295.42
13:3:44:275649,295.43
13:3:44:358074,295.43
13:3:44:439874,295.37
13:3:44:522685,295.35
13:3:44:605050,295.38
13:3:44:687643,295.43
13:3:44:769608,295.42
13:3:44:851694,295.35
13:3:44:934242,295.37
13:3:45:16302,295.37
13:3:45:99088,295.41
13:3:45:181156,295.37
13:3:45:262898,295.39
13:3:45:345927,295.43
13:3:45:428407,295.35
13:3:45:523407,295.42
13:3:45:605805,295.44
13:3:45:688173,295.42
13:3:45:770510,295.42
13:3:45:853186,295.42
13:3:45:935586,295.41
13:3:46:17308,295.35
13:3:46:99689,295.38
13:3:46:181889,295.38
13:3:46:264721,295.38
13:3:46:347033,295.35
13:3:46:429448,295.33
13:3:46:511629,295.30
13:3:46:593628,295.39
13:3:46:676150,295.42
13:3:46:757989,295.38
13:3:46:854128,295.35
13:3:46:936583,295.39
13:3:47:18242,295.39
13:3:47:100663,295.33
13:3:47:183669,295.31
13:3:47:266038,295.41
13:3:47:348418,295.39
13:3:47:430765,295.42
13:3:47:512504,295.35
13:3:47:595339,295.37
13:3:47:677185,295.37
13:3:47:759757,295.41
13:3:47:842373,295.39
13:3:47:924534,295.33
13:3:48:6971,295.38
13:3:48:89161,295.42
13:3:48:184567,295.39
13:3:48:266570,295.35
13:3:48:348808,295.35
13:3:48:431346,295.37
13:3:48:514164,295.31
13:3:48:596566,295.35
13:3:48:678469,295.43
13:3:48:760588,295.38
13:3:48:843110,295.35
13:3:48:925643,295.35
13:3:49:7929,295.35
13:3:49:90316,295.39
13:3:49:172345,295.43
13:3:49:254680,295.37
13:3:49:336592,295.43
13:3:49:419495,295.37
13:3:49:515299,295.31
13:3:49:597600,295.35
13:3:49:679614,295.41
13:3:49:762067,295.41
13:3:49:844287,295.39
13:3:49:926612,295.39
13:3:50:9266,295.44
13:3:50:91620,295.37
13:3:50:173253,295.38
13:3:50:255694,295.31
13:3:50:337861,295.32
13:3:50:420378,295.33
13:3:50:502863,295.30
13:3:50:585255,295.35
13:3:50:667542,295.41
13:3:50:749921,295.37
13:3:50:845849,295.37
13:3:50:927938,295.35
13:3:51:9853,295.37
13:3:51:92716,295.33
13:3:51:175049,295.37
13:3:51:257387,295.44
13:3:51:339734,295.42
13:3:51:422020,295.32
13:3:51:504106,295.41
13:3:51:586376,295.43
13:3:51:668986,295.44
13:3:51:751046,295.35
13:3:51:833176,295.39
13:3:51:915401,295.41
13:3:51:998144,295.39
13:3:52:80003,295.37
13:3:52:175598,295.33
13:3:52:257984,295.35
13:3:52:340525,295.42
13:3:52:422203,295.39
13:3:52:505190,295.39
13:3:52:587309,295.35
13:3:52:669516,295.41
13:3:52:752388,295.38
13:3:52:834785,295.38
13:3:52:916903,295.35
13:3:52:999372,295.45
13:3:53:81538,295.47
13:3:53:163321,295.47
13:3:53:246386,295.33
13:3:53:328406,295.33
13:3:53:410669,295.38
13:3:53:506330,295.41
13:3:53:588916,295.37
13:3:53:671006,295.42
13:3:53:753086,295.43
13:3:53:835827,295.42
13:3:53:917986,295.43
13:3:54:500,295.37
13:3:54:82745,295.35
13:3:54:165079,295.39
13:3:54:246822,295.42
13:3:54:329377,295.41
13:3:54:412357,295.37
13:3:54:493961,295.43
13:3:54:576277,295.35
13:3:54:658945,295.33
13:3:54:741407,295.37
13:3:54:836550,295.37
13:3:54:919344,295.43
13:3:55:1084,295.42
13:3:55:83807,295.39
13:3:55:165808,295.38
13:3:55:247892,295.33
13:3:55:330343,295.33
13:3:55:413178,295.33
13:3:55:495542,295.41
13:3:55:577827,295.39
13:3:55:660236,295.33
13:3:55:742544,295.37
13:3:55:824322,295.41
13:3:55:906326,295.37
13:3:55:989441,295.35
13:3:56:71522,295.27
13:3:56:166874,295.37
13:3:56:249156,295.35
13:3:56:331520,295.37
13:3:56:413806,295.37
13:3:56:495903,295.37
13:3:56:578313,295.42
13:3:56:660955,295.35
13:3:56:743203,295.43
13:3:56:825459,295.38
13:3:56:907691,295.37
13:3:56:990107,295.32
13:3:57:72899,295.32
13:3:57:154857,295.41
13:3:57:237549,295.37
13:3:57:319748,295.37
13:3:57:401959,295.37
13:3:57:497082,295.35
13:3:57:579816,295.26
13:3:57:662197,295.37
13:3:57:744556,295.41
13:3:57:826822,295.41
13:3:57:909373,295.41
13:3:57:991512,295.43
13:3:58:73552,295.35
13:3:58:156231,295.41
13:3:58:238604,295.39
13:3:58:320762,295.33
13:3:58:403197,295.41
13:3:58:485273,295.41
13:3:58:567212,295.35
13:3:58:649686,295.35
13:3:58:732648,295.37
13:3:58:828260,295.37
13:3:58:910676,295.41
13:3:58:992848,295.38
13:3:59:74855,295.41
13:3:59:156944,295.42
13:3:59:239531,295.41
13:3:59:321990,295.33
13:3:59:404384,295.41
13:3:59:486375,295.44
13:3:59:568283,295.35
13:3:59:650792,295.33
13:3:59:733538,295.35
13:3:59:815889,295.33
13:3:59:898192,295.32
13:3:59:980801,295.37
13:4:0:63097,295.38
13:4:0:157988,295.39
13:4:0:240255,295.39
13:4:0:323090,295.42
13:4:0:405650,295.37
13:4:0:487782,295.37
13:4:0:569949,295.41
13:4:0:652035,295.41
13:4:0:734125,295.38
13:4:0:816714,295.33
13:4:0:899354,295.37
13:4:0:981695,295.37
13:4:1:63940,295.33
13:4:1:146415,295.39
13:4:1:228407,295.38
13:4:1:310878,295.35
13:4:1:393324,295.42
13:4:1:488748,295.39
13:4:1:571389,295.37
13:4:1:653960,295.37
13:4:1:736084,295.37
13:4:1:818039,295.37
13:4:1:900210,295.37
13:4:1:982522,295.39
13:4:2:65308,295.35
13:4:2:147110,295.37
13:4:2:229931,295.35
13:4:2:312140,295.37
13:4:2:394652,295.38
13:4:2:476994,295.33
13:4:2:559281,295.32
13:4:2:641586,295.42
13:4:2:723844,295.43
13:4:2:818634,295.45
13:4:2:901828,295.39
13:4:2:984157,295.44
13:4:3:66554,295.44
13:4:3:148467,295.39
13:4:3:230896,295.39
13:4:3:313511,295.41
13:4:3:395028,295.30
13:4:3:477651,295.33
13:4:3:560205,295.32
13:4:3:642692,295.32
13:4:3:724656,295.35
13:4:3:806784,295.35
13:4:3:889172,295.32
13:4:3:971311,295.42
13:4:4:54336,295.47
13:4:4:149690,295.43
13:4:4:231810,295.33
13:4:4:314688,295.32
13:4:4:396691,295.33
13:4:4:478318,295.39
13:4:4:561014,295.39
13:4:4:643438,295.35
13:4:4:725898,295.39
13:4:4:808457,295.32
13:4:4:889926,295.35
13:4:4:972540,295.32
13:4:5:55152,295.33
13:4:5:137512,295.33
13:4:5:219050,295.42
13:4:5:301830,295.35
13:4:5:384269,295.38
13:4:5:480345,295.44
13:4:5:562060,295.44
13:4:5:644939,295.35
13:4:5:727258,295.32
13:4:5:809640,295.33
13:4:5:891765,295.44
13:4:5:974539,295.44
13:4:6:56667,295.39
13:4:6:138406,295.42
13:4:6:220796,295.43
13:4:6:303114,295.35
13:4:6:385367,295.37
13:4:6:467918,295.38
13:4:6:550402,295.37
13:4:6:632052,295.37
13:4:6:714508,295.37
13:4:6:810733,295.48
13:4:6:893016,295.33
13:4:6:974762,295.28
13:4:7:56846,295.32
13:4:7:139419,295.41
13:4:7:221698,295.43
13:4:7:304466,295.41
13:4:7:386839,295.32
13:4:7:469130,295.27
13:4:7:551280,295.39
13:4:7:633132,295.30
13:4:7:715475,295.37
13:4:7:797639,295.44
13:4:7:879963,295.39
13:4:7:962471,295.27
13:4:8:44682,295.37
13:4:8:140513,295.37
13:4:8:222886,295.39
13:4:8:305204,295.30
13:4:8:387483,295.44
13:4:8:470071,295.42
13:4:8:552391,295.37
13:4:8:634670,295.42
13:4:8:717032,295.39
13:4:8:799102,295.33
13:4:8:881818,295.32
13:4:8:964166,295.42
13:4:9:46304,295.39
13:4:9:128056,295.33
13:4:9:210906,295.33
13:4:9:292842,295.32
13:4:9:375242,295.43
13:4:9:471089,295.35
13:4:9:553377,295.42
13:4:9:635681,295.35
13:4:9:718029,295.35
13:4:9:800014,295.43
13:4:9:882630,295.38
13:4:9:964974,295.41
13:4:10:47033,295.42
13:4:10:129280,295.37
13:4:10:211380,295.33
13:4:10:293988,295.43
13:4:10:376446,295.43
13:4:10:458785,295.33
13:4:10:541484,295.41
13:4:10:623920,295.43
13:4:10:706215,295.42
13:4:10:801853,295.45
13:4:10:883928,295.39
13:4:10:966968,295.35
13:4:11:48758,295.35
13:4:11:130908,295.35
13:4:11:212577,295.42
13:4:11:295158,295.37
13:4:11:378025,295.35
13:4:11:460218,295.37
13:4:11:542427,295.43
13:4:11:624642,295.42
13:4:11:706965,295.43
13:4:11:789536,295.41
13:4:11:871132,295.35
13:4:11:953402,295.41
13:4:12:36173,295.43
13:4:12:132016,295.42
13:4:12:214601,295.33
13:4:12:296573,295.39
13:4:12:378823,295.41
13:4:12:461167,295.33
13:4:12:543617,295.37
13:4:12:625639,295.39
13:4:12:708300,295.33
13:4:12:790526,295.38
13:4:12:872567,295.33
13:4:12:955360,295.33
13:4:13:37561,295.33
13:4:13:119807,295.33
13:4:13:202118,295.48
13:4:13:283815,295.44
13:4:13:366162,295.42
13:4:13:461926,295.39
13:4:13:544224,295.43
13:4:13:626669,295.35
13:4:13:709034,295.35
13:4:13:791608,295.30
13:4:13:873612,295.32
13:4:13:956305,295.30
13:4:14:38288,295.33
13:4:14:120576,295.35
13:4:14:202766,295.38
13:4:14:285079,295.37
13:4:14:367143,295.39
13:4:14:449456,295.39
13:4:14:531989,295.35
13:4:14:614374,295.39
13:4:14:696588,295.35
13:4:14:792646,295.42
13:4:14:875159,295.33
13:4:14:957335,295.35
13:4:15:39693,295.44
13:4:15:121932,295.43
13:4:15:203942,295.49
13:4:15:286523,295.42
13:4:15:368572,295.44
13:4:15:450833,295.43
13:4:15:533188,295.39
13:4:15:615548,295.35
13:4:15:698087,295.41
13:4:15:780186,295.37
13:4:15:862784,295.41
13:4:15:945240,295.44
13:4:16:27369,295.38
13:4:16:122985,295.35
13:4:16:205332,295.39
13:4:16:287596,295.39
13:4:16:370178,295.32
13:4:16:452487,295.39
13:4:16:534608,295.43
13:4:16:616693,295.37
13:4:16:699068,295.41
13:4:16:781466,295.32
13:4:16:863936,295.41
13:4:16:945874,295.35
13:4:17:28406,295.42
13:4:17:111450,295.35
13:4:17:193012,295.35
13:4:17:275679,295.37
13:4:17:357327,295.38
13:4:17:453085,295.42
13:4:17:535627,295.32
13:4:17:618033,295.41
13:4:17:700146,295.41
13:4:17:782758,295.41
13:4:17:865033,295.48
13:4:17:947293,295.35
13:4:18:29687,295.32
13:4:18:111744,295.33
13:4:18:194251,295.41
13:4:18:276353,295.47
13:4:18:359036,295.35
13:4:18:440985,295.33
13:4:18:523567,295.33
13:4:18:605665,295.41
13:4:18:687768,295.41
13:4:18:784366,295.41
13:4:18:866573,295.37
13:4:18:948484,295.31
13:4:19:30901,295.31
13:4:19:113102,295.37
13:4:19:195480,295.33
13:4:19:277860,295.45
13:4:19:360188,295.41
13:4:19:442386,295.42
13:4:19:524734,295.30
13:4:19:607242,295.37
13:4:19:689770,295.47
13:4:19:771430,295.41
13:4:19:854592,295.30
13:4:19:936060,295.32
13:4:20:18323,295.33
13:4:20:114754,295.37
13:4:20:196553,295.37
13:4:20:278998,295.30
13:4:20:361014,295.30
13:4:20:444055,295.28
13:4:20:525761,295.35
13:4:20:608007,295.35
13:4:20:690880,295.35
13:4:20:772821,295.37
13:4:20:855070,295.38
13:4:20:937311,295.39
13:4:21:19724,295.43
13:4:21:101732,295.38
13:4:21:184015,295.41
13:4:21:266621,295.35
13:4:21:349033,295.39
13:4:21:444607,295.41
13:4:21:526746,295.37
13:4:21:608992,295.30
13:4:21:691418,295.42
13:4:21:774220,295.37
13:4:21:856280,295.35
13:4:21:938732,295.35
13:4:22:21064,295.49
13:4:22:103802,295.41
13:4:22:185613,295.42
13:4:22:267758,295.35
13:4:22:350163,295.33
13:4:22:432697,295.39
13:4:22:515060,295.42
13:4:22:597031,295.35
13:4:22:679414,295.42
13:4:22:774998,295.32
13:4:22:857872,295.39
13:4:22:939824,295.43
13:4:23:22430,295.41
13:4:23:104381,295.38
13:4:23:187202,295.41
13:4:23:269068,295.39
13:4:23:351523,295.32
13:4:23:433891,295.39
13:4:23:516279,295.39
13:4:23:598544,295.39
13:4:23:680175,295.37
13:4:23:762429,295.39
13:4:23:845167,295.41
13:4:23:927470,295.33
13:4:24:9772,295.32
13:4:24:105318,295.35
13:4:24:188145,295.43
13:4:24:270496,295.35
13:4:24:352556,295.38
13:4:24:435094,295.35
13:4:24:517762,295.38
13:4:24:600016,295.35
13:4:24:682093,295.39
13:4:24:764392,295.41
13:4:24:846378,295.35
13:4:24:928771,295.41
13:4:25:11133,295.35
13:4:25:93421,295.32
13:4:25:175685,295.28
13:4:25:257476,295.32
13:4:25:339907,295.35
13:4:25:436056,295.32
13:4:25:518290,295.33
13:4:25:600401,295.32
13:4:25:683162,295.32
13:4:25:764839,295.41
13:4:25:848109,295.27
13:4:25:929868,295.41
13:4:26:12356,295.38
13:4:26:94538,295.37
13:4:26:176621,295.33
13:4:26:259363,295.41
13:4:26:341329,295.35
13:4:26:423683,295.35
13:4:26:506194,295.32
13:4:26:588491,295.35
13:4:26:670734,295.41
13:4:26:766098,295.35
13:4:26:848719,295.39
13:4:26:930864,295.33
13:4:27:13343,295.35
13:4:27:95567,295.41
13:4:27:178038,295.39
13:4:27:260267,295.32
13:4:27:342749,295.30
13:4:27:425210,295.41
13:4:27:507212,295.38
13:4:27:590170,295.35
13:4:27:672065,295.39
13:4:27:754545,295.30
13:4:27:836475,295.39
13:4:27:918473,295.31
13:4:28:608,295.32
13:4:28:96388,295.41
13:4:28:178746,295.35
13:4:28:261133,295.33
13:4:28:343380,295.31
13:4:28:425709,295.42
13:4:28:508250,295.27
13:4:28:591082,295.24
13:4:28:673267,295.33
13:4:28:755731,295.37
13:4:28:838027,295.28
13:4:28:920212,295.35
13:4:29:1953,295.35
13:4:29:84294,295.30
13:4:29:166548,295.38
13:4:29:248814,295.43
13:4:29:331025,295.47
13:4:29:426825,295.33
13:4:29:509200,295.33
13:4:29:591526,295.32
13:4:29:674221,295.31
13:4:29:756684,295.37
13:4:29:839072,295.35
13:4:29:920748,295.33
13:4:30:3473,295.38
13:4:30:85844,295.38
13:4:30:168102,295.35
13:4:30:250053,295.42
13:4:30:332980,295.33
13:4:30:415231,295.37
13:4:30:497520,295.30
13:4:30:579661,295.41
13:4:30:661516,295.47
13:4:30:757673,295.35
13:4:30:840029,295.35
13:4:30:922730,295.32
13:4:31:4766,295.33
13:4:31:87216,295.37
13:4:31:169257,295.38
13:4:31:251948,295.37
13:4:31:333894,295.35
13:4:31:416072,295.39
13:4:31:498663,295.38
13:4:31:580822,295.35
13:4:31:663464,295.37
13:4:31:745262,295.30
13:4:31:827867,295.35
13:4:31:910120,295.39
13:4:31:991872,295.41
13:4:32:88159,295.31
13:4:32:170368,295.39
13:4:32:252733,295.38
13:4:32:335044,295.32
13:4:32:417375,295.30
13:4:32:499697,295.33
13:4:32:581768,295.35
13:4:32:664041,295.43
13:4:32:746306,295.32
13:4:32:828899,295.32
13:4:32:911519,295.32
13:4:32:993545,295.33
13:4:33:75900,295.35
13:4:33:157912,295.37
13:4:33:240303,295.42
13:4:33:322564,295.35
13:4:33:418518,295.37
13:4:33:501016,295.32
13:4:33:582911,295.32
13:4:33:665182,295.37
13:4:33:747454,295.39
13:4:33:829886,295.30
13:4:33:912109,295.37
13:4:33:994357,295.35
13:4:34:76640,295.35
13:4:34:158959,295.30
13:4:34:241511,295.32
13:4:34:324060,295.33
13:4:34:406008,295.39
13:4:34:488635,295.33
13:4:34:570915,295.35
13:4:34:653308,295.38
13:4:34:749264,295.31
13:4:34:831178,295.32
13:4:34:913824,295.39
13:4:34:996525,295.35
13:4:35:78356,295.26
13:4:35:160458,295.35
13:4:35:242445,295.38
13:4:35:325190,295.39
13:4:35:407223,295.41
13:4:35:490094,295.37
13:4:35:572242,295.37
13:4:35:654695,295.38
13:4:35:736986,295.32
13:4:35:819354,295.41
13:4:35:901385,295.41
13:4:35:983863,295.43
13:4:36:79160,295.39
13:4:36:161667,295.43
13:4:36:244164,295.35
13:4:36:326293,295.38
13:4:36:409108,295.37
13:4:36:491578,295.35
13:4:36:573559,295.31
13:4:36:655649,295.32
13:4:36:737954,295.33
13:4:36:820238,295.38
13:4:36:902582,295.35
13:4:36:985122,295.33
13:4:37:67428,295.32
13:4:37:149308,295.35
13:4:37:231793,295.44
13:4:37:314402,295.44
13:4:37:409942,295.32
13:4:37:492466,295.33
13:4:37:574647,295.37
13:4:37:656587,295.44
13:4:37:738966,295.44
13:4:37:821122,295.35
13:4:37:903428,295.35
13:4:37:985960,295.32
13:4:38:68043,295.32
13:4:38:150370,295.35
13:4:38:233020,295.39
13:4:38:315256,295.33
13:4:38:397336,295.21
13:4:38:479972,295.37
13:4:38:562426,295.30
13:4:38:644772,295.33
13:4:38:740235,295.33
13:4:38:822448,295.28
13:4:38:904704,295.32
13:4:38:987145,295.39
13:4:39:69811,295.42
13:4:39:151600,295.37
13:4:39:234373,295.32
13:4:39:316412,295.37
13:4:39:399212,295.39
13:4:39:481030,295.38
13:4:39:563535,295.35
13:4:39:645914,295.30
13:4:39:728627,295.42
13:4:39:810631,295.42
13:4:39:892899,295.32
13:4:39:975084,295.38
13:4:40:70557,295.38
13:4:40:152667,295.35
13:4:40:235006,295.32
13:4:40:317448,295.35
13:4:40:399972,295.35
13:4:40:482612,295.33
13:4:40:564657,295.39
