Time,Temperature
19:56:26.502,296.52
19:56:26.551,296.48
19:56:26.633,296.43
19:56:26.716,296.45
19:56:26.798,296.51
19:56:26.881,296.53
19:56:26.963,296.51
19:56:27.045,296.48
19:56:27.127,296.51
19:56:27.223,296.45
19:56:27.305,296.53
19:56:27.388,296.48
19:56:27.470,296.45
19:56:27.553,296.47
19:56:27.635,296.43
19:56:27.717,296.48
19:56:27.799,296.45
19:56:27.882,296.45
19:56:27.964,296.52
19:56:28.046,296.47
19:56:28.129,296.51
19:56:28.211,296.51
19:56:28.293,296.45
19:56:28.376,296.49
19:56:28.458,296.47
19:56:28.554,296.45
19:56:28.636,296.52
19:56:28.718,296.53
19:56:28.801,296.49
19:56:28.883,296.41
19:56:28.965,296.45
19:56:29.048,296.51
19:56:29.130,296.45
19:56:29.212,296.56
19:56:29.295,296.56
19:56:29.377,296.51
19:56:29.459,296.43
19:56:29.541,296.48
19:56:29.624,296.53
19:56:29.706,296.49
19:56:29.788,296.47
19:56:29.884,296.48
19:56:29.966,296.47
19:56:30.049,296.52
19:56:30.131,296.48
19:56:30.214,296.41
19:56:30.296,296.45
19:56:30.378,296.49
19:56:30.461,296.48
19:56:30.543,296.48
19:56:30.625,296.45
19:56:30.707,296.49
19:56:30.790,296.53
19:56:30.872,296.47
19:56:30.954,296.52
19:56:31.037,296.51
19:56:31.119,296.49
19:56:31.215,296.43
19:56:31.297,296.47
19:56:31.379,296.53
19:56:31.462,296.49
19:56:31.544,296.51
19:56:31.626,296.43
19:56:31.709,296.48
19:56:31.791,296.48
19:56:31.873,296.51
19:56:31.956,296.45
19:56:32.038,296.48
19:56:32.120,296.48
19:56:32.203,296.49
19:56:32.285,296.47
19:56:32.367,296.47
19:56:32.450,296.45
19:56:32.545,296.53
19:56:32.627,296.48
19:56:32.710,296.48
19:56:32.792,296.45
19:56:32.875,296.56
19:56:32.957,296.52
19:56:33.039,296.52
19:56:33.121,296.56
19:56:33.204,296.48
19:56:33.286,296.49
19:56:33.368,296.45
19:56:33.451,296.48
19:56:33.533,296.47
19:56:33.615,296.41
19:56:33.698,296.43
19:56:33.780,296.42
19:56:33.876,296.45
19:56:33.958,296.48
19:56:34.041,296.45
19:56:34.123,296.43
19:56:34.205,296.45
19:56:34.287,296.54
19:56:34.370,296.43
19:56:34.452,296.41
19:56:34.534,296.42
19:56:34.616,296.45
19:56:34.699,296.51
19:56:34.781,296.43
19:56:34.864,296.45
19:56:34.946,296.43
19:56:35.028,296.45
19:56:35.110,296.42
19:56:35.206,296.42
19:56:35.289,296.45
19:56:35.371,296.45
19:56:35.453,296.53
19:56:35.536,296.51
19:56:35.618,296.47
19:56:35.700,296.51
19:56:35.783,296.49
19:56:35.865,296.48
19:56:35.947,296.47
19:56:36.029,296.48
19:56:36.112,296.45
19:56:36.194,296.43
19:56:36.276,296.48
19:56:36.359,296.52
19:56:36.441,296.45
19:56:36.537,296.40
19:56:36.619,296.41
19:56:36.702,296.48
19:56:36.784,296.49
19:56:36.866,296.49
19:56:36.949,296.48
19:56:37.031,296.48
19:56:37.113,296.40
19:56:37.195,296.48
19:56:37.278,296.49
19:56:37.360,296.47
19:56:37.442,296.51
19:56:37.525,296.49
19:56:37.607,296.52
19:56:37.689,296.47
19:56:37.772,296.48
19:56:37.867,296.42
19:56:37.950,296.43
19:56:38.032,296.43
19:56:38.114,296.41
19:56:38.197,296.48
19:56:38.279,296.53
19:56:38.361,296.52
19:56:38.443,296.48
19:56:38.526,296.48
19:56:38.608,296.49
19:56:38.690,296.51
19:56:38.773,296.49
19:56:38.855,296.49
19:56:38.937,296.42
19:56:39.020,296.42
19:56:39.102,296.47
19:56:39.198,296.51
19:56:39.280,296.54
19:56:39.362,296.43
19:56:39.445,296.45
19:56:39.527,296.52
19:56:39.609,296.56
19:56:39.692,296.49
19:56:39.774,296.51
19:56:39.856,296.45
19:56:39.939,296.49
19:56:40.021,296.53
19:56:40.103,296.45
19:56:40.186,296.45
19:56:40.268,296.48
19:56:40.350,296.45
19:56:40.433,296.48
19:56:40.528,296.49
19:56:40.611,296.47
19:56:40.693,296.48
19:56:40.775,296.52
19:56:40.858,296.53
19:56:40.940,296.53
19:56:41.022,296.52
19:56:41.105,296.48
19:56:41.187,296.40
19:56:41.269,296.42
19:56:41.352,296.40
19:56:41.434,296.45
19:56:41.516,296.59
19:56:41.599,296.47
19:56:41.681,296.43
19:56:41.763,296.42
19:56:41.859,296.43
19:56:41.941,296.45
19:56:42.023,296.45
19:56:42.106,296.47
19:56:42.188,296.40
19:56:42.270,296.45
19:56:42.353,296.45
19:56:42.435,296.49
19:56:42.517,296.43
19:56:42.600,296.51
19:56:42.682,296.48
19:56:42.764,296.47
19:56:42.847,296.48
19:56:42.929,296.52
19:56:43.011,296.45
19:56:43.094,296.48
19:56:43.189,296.54
19:56:43.272,296.48
19:56:43.354,296.45
19:56:43.436,296.48
19:56:43.519,296.47
19:56:43.601,296.43
19:56:43.683,296.42
19:56:43.766,296.47
19:56:43.848,296.56
19:56:43.930,296.54
19:56:44.013,296.53
19:56:44.095,296.51
19:56:44.177,296.40
19:56:44.260,296.43
19:56:44.342,296.45
19:56:44.424,296.45
19:56:44.520,296.45
19:56:44.602,296.52
19:56:44.685,296.52
19:56:44.767,296.56
19:56:44.849,296.52
19:56:44.932,296.51
19:56:45.014,296.48
19:56:45.096,296.45
19:56:45.178,296.48
19:56:45.261,296.51
19:56:45.343,296.56
19:56:45.425,296.49
19:56:45.508,296.43
19:56:45.590,296.48
19:56:45.672,296.48
19:56:45.755,296.53
19:56:45.850,296.45
19:56:45.933,296.45
19:56:46.015,296.48
19:56:46.097,296.40
19:56:46.180,296.43
19:56:46.262,296.52
19:56:46.344,296.41
19:56:46.427,296.43
19:56:46.509,296.48
19:56:46.591,296.47
19:56:46.674,296.51
19:56:46.756,296.42
19:56:46.838,296.45
19:56:46.921,296.42
19:56:47.003,296.42
19:56:47.085,296.43
19:56:47.181,296.48
19:56:47.263,296.49
19:56:47.345,296.45
19:56:47.428,296.45
19:56:47.510,296.48
19:56:47.593,296.47
19:56:47.675,296.48
19:56:47.757,296.51
19:56:47.839,296.43
19:56:47.922,296.51
19:56:48.004,296.47
19:56:48.087,296.51
19:56:48.169,296.45
19:56:48.251,296.45
19:56:48.333,296.45
19:56:48.416,296.49
19:56:48.512,296.47
19:56:48.594,296.45
19:56:48.676,296.51
19:56:48.758,296.51
19:56:48.841,296.54
19:56:48.923,296.54
19:56:49.005,296.45
19:56:49.088,296.54
19:56:49.170,296.48
19:56:49.252,296.43
19:56:49.335,296.43
19:56:49.417,296.48
19:56:49.499,296.43
19:56:49.582,296.41
19:56:49.664,296.48
19:56:49.746,296.48
19:56:49.842,296.45
19:56:49.924,296.52
19:56:50.007,296.52
19:56:50.089,296.48
19:56:50.171,296.48
19:56:50.254,296.49
19:56:50.336,296.45
19:56:50.418,296.48
19:56:50.500,296.48
19:56:50.583,296.41
19:56:50.665,296.43
19:56:50.747,296.49
19:56:50.830,296.52
19:56:50.912,296.43
19:56:50.994,296.43
19:56:51.077,296.56
19:56:51.173,296.49
19:56:51.255,296.54
19:56:51.337,296.45
19:56:51.419,296.45
19:56:51.501,296.45
19:56:51.584,296.41
19:56:51.666,296.38
19:56:51.749,296.45
19:56:51.831,296.43
19:56:51.913,296.49
19:56:51.996,296.45
19:56:52.078,296.48
19:56:52.160,296.49
19:56:52.243,296.51
19:56:52.325,296.42
19:56:52.407,296.41
19:56:52.503,296.43
19:56:52.585,296.47
19:56:52.667,296.47
19:56:52.750,296.41
19:56:52.832,296.47
19:56:52.915,296.48
19:56:52.997,296.56
19:56:53.079,296.45
19:56:53.161,296.48
19:56:53.244,296.45
19:56:53.326,296.41
19:56:53.408,296.43
19:56:53.491,296.48
19:56:53.573,296.45
19:56:53.655,296.45
19:56:53.738,296.42
19:56:53.834,296.45
19:56:53.916,296.41
19:56:53.998,296.42
19:56:54.081,296.47
19:56:54.163,296.45
19:56:54.245,296.48
19:56:54.328,296.51
19:56:54.410,296.48
19:56:54.492,296.43
19:56:54.574,296.53
19:56:54.657,296.43
19:56:54.739,296.49
19:56:54.821,296.48
19:56:54.904,296.48
19:56:54.986,296.45
19:56:55.068,296.45
19:56:55.164,296.45
19:56:55.246,296.43
19:56:55.328,296.52
19:56:55.411,296.48
19:56:55.493,296.40
19:56:55.576,296.45
19:56:55.658,296.49
19:56:55.740,296.52
19:56:55.823,296.51
19:56:55.905,296.48
19:56:55.987,296.48
19:56:56.069,296.48
19:56:56.152,296.47
19:56:56.234,296.48
19:56:56.316,296.49
19:56:56.399,296.45
19:56:56.494,296.42
19:56:56.577,296.45
19:56:56.659,296.51
19:56:56.741,296.48
19:56:56.824,296.41
19:56:56.906,296.45
19:56:56.988,296.52
19:56:57.070,296.51
19:56:57.153,296.48
19:56:57.235,296.56
19:56:57.318,296.56
19:56:57.400,296.48
19:56:57.482,296.53
19:56:57.564,296.51
19:56:57.647,296.45
19:56:57.729,296.48
19:56:57.825,296.45
19:56:57.907,296.52
19:56:57.990,296.48
19:56:58.072,296.48
19:56:58.154,296.41
19:56:58.237,296.43
19:56:58.319,296.56
19:56:58.401,296.47
19:56:58.483,296.45
19:56:58.566,296.40
19:56:58.648,296.48
19:56:58.730,296.48
19:56:58.813,296.51
19:56:58.895,296.49
19:56:58.977,296.52
19:56:59.059,296.49
19:56:59.155,296.51
19:56:59.238,296.52
19:56:59.320,296.47
19:56:59.402,296.49
19:56:59.485,296.48
19:56:59.567,296.56
19:56:59.649,296.51
19:56:59.731,296.43
19:56:59.814,296.48
19:56:59.896,296.52
19:56:59.979,296.47
19:57:00.061,296.45
19:57:00.143,296.49
19:57:00.226,296.52
19:57:00.308,296.49
19:57:00.390,296.47
19:57:00.486,296.54
19:57:00.568,296.48
19:57:00.650,296.45
19:57:00.733,296.42
19:57:00.815,296.42
19:57:00.898,296.49
19:57:00.980,296.56
19:57:01.062,296.53
19:57:01.144,296.48
19:57:01.227,296.40
19:57:01.309,296.47
19:57:01.391,296.42
19:57:01.474,296.48
19:57:01.556,296.51
19:57:01.638,296.45
19:57:01.721,296.49
19:57:01.817,296.52
19:57:01.899,296.51
19:57:01.981,296.48
19:57:02.063,296.45
19:57:02.146,296.48
19:57:02.228,296.45
19:57:02.310,296.45
19:57:02.393,296.43
19:57:02.475,296.42
19:57:02.557,296.52
19:57:02.640,296.52
19:57:02.722,296.45
19:57:02.804,296.42
19:57:02.887,296.45
19:57:02.969,296.56
19:57:03.051,296.48
19:57:03.147,296.56
19:57:03.229,296.45
19:57:03.312,296.45
19:57:03.394,296.43
19:57:03.476,296.45
19:57:03.559,296.38
19:57:03.641,296.45
19:57:03.723,296.51
19:57:03.805,296.56
19:57:03.888,296.51
19:57:03.970,296.43
19:57:04.053,296.43
19:57:04.135,296.51
19:57:04.217,296.48
19:57:04.299,296.49
19:57:04.382,296.41
19:57:04.477,296.51
19:57:04.560,296.51
19:57:04.642,296.48
19:57:04.724,296.53
19:57:04.807,296.48
19:57:04.889,296.51
19:57:04.971,296.41
19:57:05.054,296.47
19:57:05.136,296.45
19:57:05.218,296.51
19:57:05.301,296.56
19:57:05.383,296.48
19:57:05.465,296.52
19:57:05.548,296.52
19:57:05.630,296.43
19:57:05.712,296.43
19:57:05.808,296.56
19:57:05.890,296.54
19:57:05.973,296.47
19:57:06.055,296.43
19:57:06.137,296.48
19:57:06.220,296.42
19:57:06.302,296.45
19:57:06.384,296.51
19:57:06.466,296.45
19:57:06.549,296.45
19:57:06.631,296.49
19:57:06.714,296.47
19:57:06.796,296.45
19:57:06.878,296.49
19:57:06.961,296.48
19:57:07.043,296.45
19:57:07.138,296.48
19:57:07.221,296.40
19:57:07.303,296.45
19:57:07.385,296.45
19:57:07.468,296.43
19:57:07.550,296.48
19:57:07.632,296.52
19:57:07.715,296.47
19:57:07.797,296.43
19:57:07.879,296.53
19:57:07.962,296.48
19:57:08.044,296.43
19:57:08.126,296.41
19:57:08.208,296.40
19:57:08.291,296.49
19:57:08.373,296.40
19:57:08.469,296.48
19:57:08.551,296.52
19:57:08.634,296.45
19:57:08.716,296.43
19:57:08.798,296.40
19:57:08.881,296.38
19:57:08.963,296.45
19:57:09.045,296.45
19:57:09.127,296.38
19:57:09.210,296.38
19:57:09.292,296.41
19:57:09.375,296.42
19:57:09.457,296.49
19:57:09.539,296.38
19:57:09.621,296.43
19:57:09.704,296.48
19:57:09.799,296.45
19:57:09.882,296.45
19:57:09.964,296.48
19:57:10.046,296.42
19:57:10.128,296.38
19:57:10.211,296.41
19:57:10.293,296.45
19:57:10.376,296.43
19:57:10.458,296.42
19:57:10.540,296.45
19:57:10.625,296.51
19:57:10.705,296.38
19:57:10.787,296.38
19:57:10.870,296.45
19:57:10.952,296.47
19:57:11.034,296.42
19:57:11.130,296.45
19:57:11.212,296.48
19:57:11.295,296.52
19:57:11.377,296.45
19:57:11.459,296.45
19:57:11.542,296.45
19:57:11.624,296.43
19:57:11.706,296.45
19:57:11.789,296.49
19:57:11.871,296.45
19:57:11.953,296.38
19:57:12.036,296.42
19:57:12.118,296.43
19:57:12.200,296.42
19:57:12.282,296.38
19:57:12.365,296.43
19:57:12.460,296.45
19:57:12.543,296.41
19:57:12.625,296.41
19:57:12.707,296.42
19:57:12.790,296.45
19:57:12.872,296.42
19:57:12.954,296.40
19:57:13.037,296.40
19:57:13.119,296.45
19:57:13.201,296.40
19:57:13.284,296.42
19:57:13.366,296.41
19:57:13.448,296.38
19:57:13.530,296.45
19:57:13.613,296.48
19:57:13.695,296.41
19:57:13.791,296.48
19:57:13.873,296.53
19:57:13.956,296.48
19:57:14.038,296.51
19:57:14.120,296.51
19:57:14.203,296.49
19:57:14.285,296.45
19:57:14.367,296.41
19:57:14.450,296.43
19:57:14.532,296.42
19:57:14.614,296.40
19:57:14.696,296.42
19:57:14.779,296.43
19:57:14.861,296.45
19:57:14.944,296.59
19:57:15.026,296.48
19:57:15.121,296.45
19:57:15.204,296.40
19:57:15.286,296.41
19:57:15.368,296.47
19:57:15.451,296.40
19:57:15.533,296.45
19:57:15.615,296.64
19:57:15.698,296.99
19:57:15.780,297.09
19:57:15.862,297.02
19:57:15.945,297.06
19:57:16.027,297.75
19:57:16.109,298.90
19:57:16.191,299.85
19:57:16.274,300.94
19:57:16.356,301.94
19:57:16.452,303.00
19:57:16.534,303.92
19:57:16.617,304.49
19:57:16.699,304.99
19:57:16.781,305.51
19:57:16.864,305.78
19:57:16.946,306.09
19:57:17.028,306.30
19:57:17.111,306.45
19:57:17.193,306.61
19:57:17.275,306.86
19:57:17.357,306.94
19:57:17.440,306.99
19:57:17.522,307.24
19:57:17.605,307.27
19:57:17.687,307.40
19:57:17.782,307.53
19:57:17.865,307.58
19:57:17.947,307.62
19:57:18.029,307.74
19:57:18.112,307.77
19:57:18.194,307.76
19:57:18.276,307.83
19:57:18.359,307.82
19:57:18.441,307.85
19:57:18.523,307.93
19:57:18.606,307.91
19:57:18.688,307.96
19:57:18.770,308.03
19:57:18.853,308.07
19:57:18.935,308.17
19:57:19.017,308.13
19:57:19.113,308.17
19:57:19.196,308.16
19:57:19.278,308.23
19:57:19.360,308.20
19:57:19.442,308.24
19:57:19.524,308.24
19:57:19.607,308.35
19:57:19.689,308.32
19:57:19.772,308.37
19:57:19.857,308.35
19:57:19.936,308.43
19:57:20.019,308.37
19:57:20.101,308.37
19:57:20.183,308.39
19:57:20.266,308.34
19:57:20.348,308.45
19:57:20.443,308.45
19:57:20.526,308.45
19:57:20.608,308.45
19:57:20.690,308.45
19:57:20.773,308.49
19:57:20.855,308.52
19:57:20.937,308.50
19:57:21.020,308.52
19:57:21.102,308.56
19:57:21.184,308.56
19:57:21.267,308.55
19:57:21.349,308.61
19:57:21.431,308.66
19:57:21.513,308.59
19:57:21.596,308.57
19:57:21.678,308.56
19:57:21.774,308.63
19:57:21.856,308.73
19:57:21.939,308.66
19:57:22.021,308.67
19:57:22.103,308.63
19:57:22.186,308.62
19:57:22.268,308.66
19:57:22.350,308.63
19:57:22.433,308.68
19:57:22.515,308.68
19:57:22.597,308.68
19:57:22.680,308.70
19:57:22.762,308.75
19:57:22.844,308.70
19:57:22.927,308.70
19:57:23.009,308.72
19:57:23.104,308.74
19:57:23.187,308.79
19:57:23.269,308.68
19:57:23.351,308.73
19:57:23.434,308.75
19:57:23.516,308.77
19:57:23.598,308.77
19:57:23.681,308.77
19:57:23.763,308.81
19:57:23.845,308.75
19:57:23.928,308.77
19:57:24.010,308.84
19:57:24.092,308.77
19:57:24.175,308.77
19:57:24.257,308.77
19:57:24.339,308.77
19:57:24.435,308.81
19:57:24.517,308.86
19:57:24.600,308.79
19:57:24.682,308.88
19:57:24.764,308.85
19:57:24.847,308.80
19:57:24.929,308.79
19:57:25.011,308.82
19:57:25.094,308.81
19:57:25.176,308.88
19:57:25.258,308.85
19:57:25.340,308.77
19:57:25.423,308.77
19:57:25.505,308.93
19:57:25.587,308.79
19:57:25.670,308.86
19:57:25.765,308.88
